Frame,t1_pitch,t1_yaw,t1_roll
1,-14.747540880158502,10.28781036814769,2.5537747382295457
2,-14.41776595347738,9.477274639260735,2.434099159828573
3,-14.325744437348192,9.24180737060096,2.4113148275273604
4,-12.948396776692295,9.27864410193435,2.4150787325265055
5,-13.666384356539128,9.290654793556305,2.4115673671821787
6,-13.296589729242372,9.069461973005238,2.3966393086998754
7,-12.647745403097996,8.74159186930185,2.3942293524448552
8,-11.632711132831766,9.045084108485412,2.40064885063418
9,-10.30218525868213,8.90700958988446,2.3530353541463898
10,-7.3270600199572735,9.058230570459118,2.3376637927073047
11,-5.888676423041503,8.542734258691203,2.2838399003153897
12,-2.4863467923221263,8.094161855877896,2.1401306225958936
13,1.5560552198438107,8.970978978774484,2.1651388902794717
14,5.770660899076309,9.320441373545021,2.2110955532919325
15,11.806698696253292,9.907313298567553,2.3607277371885624
16,13.850829483604,10.131912770883057,2.328125007548345
17,16.2166413469671,8.841175915840008,2.1225372078927602
18,17.725424204328593,9.099055083465794,2.1896729615849257
19,18.844357300314844,8.25699591357545,2.0954069916790106
20,20.3597271767494,8.660257314296963,2.08918827722495
21,21.760943975664265,8.626769742309143,2.070295979357003
22,23.96329567646944,8.864356999819407,2.232999305163372
23,22.996683244276404,9.23311841280867,2.1756104337074205
24,23.68845547983306,9.909268150957981,2.3990887904458105
25,22.411678136638717,10.305198645953979,2.478125293577145
26,22.179515416508327,10.197237306619433,2.4573201508891147
27,20.565371685007957,9.52572582560964,2.1944301311146535
28,20.986234924882286,9.788851393803368,2.2785462849475344
29,20.688057527859524,10.156822091408717,2.407591165959378
30,16.026995287857016,9.513662899229265,2.2063572876052318
31,12.649568112601406,8.818269580692657,2.1755896275873603
32,10.659399616604354,8.700292342107385,2.110346724781661
33,5.942518616166945,8.48255122949093,1.960628849770137
34,0.5685365974174048,8.56879610467979,2.0443872016844615
35,-3.4311491617595293,8.703999137804558,2.157139706810726
36,-9.325111602765197,9.415937047185094,2.3705398888850606
37,-15.412289061098786,8.140336655273964,2.340105368561191
38,-20.442003674956307,9.919625245000937,2.586990928625836
39,-20.744887102031626,11.592559026538964,2.694357797812868
40,-22.665486747739628,11.141179217368087,2.6975675108527626
41,-23.055698021519408,10.993939985743262,2.6624087578565567
42,-24.14992524182175,10.200056798575902,2.6327647182934437
43,-23.338945146266585,9.900021235989474,2.6297702951170487
44,-22.610091947381438,10.242021206655751,2.634407106503632
45,-22.823678346352374,10.238733595826822,2.618048849524381
46,-20.138024558650326,10.256214962082081,2.5760195224050393
47,-19.861051604915744,9.865711290953996,2.5764751907035883
48,-17.59016435059444,9.085726671271425,2.5118318418948955
49,-14.395991456243973,9.047623666593257,2.4520932895626917
50,-11.26326776370403,9.193779696074106,2.384669626310317
51,-6.521825578979286,9.04538379744616,2.3697816049556772
52,-2.157686644662637,8.733980925456407,2.260807559199447
53,4.002389270145945,8.325049304110982,2.204969385803771
54,11.259589478982466,9.115416341514663,2.2663644184425125
55,13.748501700654884,9.048225843301099,2.230241306967113
56,16.504680582207072,8.637950629860926,2.1275544248147984
57,17.180792644192625,7.684797855094967,1.9424829259010683
58,20.17228576718131,7.1702933664048105,1.9465152916993227
59,20.74682109540301,8.241851152554478,1.9289093851513999
60,25.559697677946104,8.709607595618776,2.133854304479886
61,23.00565380494519,7.570670383483132,1.9353928392573705
62,23.956778453981862,8.23103564389306,1.9989983952610515
63,22.83009014497859,8.060738649894724,2.0294408913473965
64,23.4474706756213,8.014198964314378,2.0554433226153104
65,21.24985276981339,8.591069241642824,2.0282505968485176
66,23.44191954893366,8.940076256552954,2.238708689967186
67,19.311104309061225,9.715006733200857,2.263800257853649
68,17.240352482963832,9.614012990962673,2.3186541220920587
69,13.715030471044019,8.53151837577615,2.229439161356673
70,9.496796354753036,8.93133438628965,2.1799397530367317
71,3.7271907461888194,9.559411239166977,2.2524951497185617
72,-2.5511344534816036,9.136688016945257,2.3396108779033105
73,-10.836139373786176,8.559583142132508,2.3112298120248798
74,-16.6495507662783,9.692485403332588,2.519464976953795
75,-19.28741548776992,10.80534858716644,2.6202248364928127
76,-20.371854254815922,11.576046529094768,2.695663562527568
77,-21.675774743051573,12.134260742625788,2.6885005210330313
78,-22.303717551426406,11.681299304856582,2.6949285265700182
79,-21.263181675960624,11.634460539684321,2.6739979808702294
80,-21.577131334517574,11.833057010852844,2.6811949508936643
81,-21.271227789149805,11.33832819023942,2.6287122513387136
82,-21.441153430794422,10.831151331354343,2.614767995160482
83,-20.592739647862253,10.381246048783456,2.5633343305263425
84,-20.26365515441383,9.762423098476935,2.4964329242251058
85,-19.162585234674907,8.631691508037193,2.4467001853757337
86,-17.04109999580282,7.941802997872179,2.3498950802485226
87,-12.204732363184066,7.41739671352638,2.2129947751093146
88,-7.251666883433544,6.610580782291468,2.103298794431044
89,-0.575245860600762,6.082603575519045,1.9621175184647934
90,6.102825604115551,6.832769127373496,2.04987789012349
91,12.344896535242842,8.00500140422653,2.1003852384095367
92,15.265163712923776,8.535315787588086,2.0269410662552967
93,16.33822597537931,8.141998881952254,1.9999952291882088
94,19.599778416398717,9.044847892862107,2.219814895762761
95,22.032220898599142,8.430015308187828,2.0937951097717717
96,23.076236848374407,9.372256035272343,2.146742083137574
97,24.072943327754214,8.789219738054689,2.0795526417332737
98,27.215814101420943,8.958177443503207,2.0124225250526706
99,26.141248277539734,8.737660945946605,2.076497702015733
100,26.31455426758346,8.801423732899964,2.1626307051630027
101,25.56199594518138,9.23754550605289,2.1365727136759136
102,26.891836312930185,9.12095083448654,2.0765417681174
103,27.388788394444827,9.32515636540834,2.1140199031099622
104,25.093248217672617,9.16893807851473,2.101602275470177
105,23.82919607519042,9.388750942315372,2.111243930454199
106,24.16678527554988,9.443504194464543,2.2677643640631073
107,21.254323965392153,9.43009911517769,2.1825233674755817
108,21.64543900421689,10.242258617506062,2.4310325375011317
109,17.984396745970226,9.811576133985291,2.3263239664006474
110,15.225108093973343,9.291945959423238,2.2775981368141083
111,9.225801298655254,8.72159510023377,2.1241762781991933
112,3.98843217294891,9.150484734647035,2.328331314711203
113,-2.475942880616035,8.85949758107989,2.3463066714884806
114,-10.261055265764297,9.416574316911959,2.459864812235115
115,-14.958163837608971,9.94739981910027,2.564725803556377
116,-17.26505317643005,10.733352988056987,2.6063671173043543
117,-18.172491385670234,11.829042969680444,2.6557695582980556
118,-18.411464757255786,11.953630221934905,2.7150724653228737
119,-19.925732462285687,12.045820758642975,2.70241593100519
120,-19.09545532231314,11.645372733645834,2.6921258205124903
121,-20.22017471825351,12.174142521261105,2.694286400059823
122,-19.67613740214034,11.447661666765315,2.675604132741043
123,-18.649192648818065,10.919442869181285,2.658885320755103
124,-17.703802811440553,10.313663758368786,2.5616541070992187
125,-15.924597431385155,9.67790176131541,2.539788207085377
126,-13.521080703041582,9.359728666384497,2.462626373365061
127,-10.235547113202099,8.486192326174827,2.3511098289382364
128,-7.42754335097851,8.257149818784486,2.3049500131098286
129,-4.359205142885905,7.600464879516229,2.1693761630331903
130,-2.1718726241671034,7.063284661745013,2.0636026736271487
131,3.4811271964104886,7.799909736064264,2.086622604727613
132,7.94173622556164,8.855726076259833,2.183683184169281
133,12.290445347623434,9.055458706367558,2.281953438018279
