Frame,t1_pitch,t1_yaw,t1_roll
117,-11.447241506586339,-7.054178254115226,1.1641517201140983
118,-12.439260449617729,-2.856855474195088,1.5048262558361925
119,-13.060610127827177,3.3046717762880773,1.9820510875450188
120,-14.4292023833566,9.754267281544793,2.6042661131084266
121,-13.643683897144198,15.230205140604221,3.1347078008682185
122,-11.303899750764062,19.03384786821322,3.4676317021725933
123,-10.482998220162429,21.84317534826313,3.7132576103747543
124,-9.190983280797518,25.300639815635144,3.922483058153294
125,-7.281198433698461,26.096555527722362,3.936010814843767
126,-7.149140018040586,25.980660388701214,3.75315339836111
127,-6.003200881438127,25.341532018224328,3.4360743343450864
128,-6.081234994238719,24.46577311820947,3.169496598664763
129,-3.1362355167492546,26.004887017642382,3.0831895420288826
130,-2.6844145555603958,25.56544851799786,2.686824092999976
131,0.22169142903492495,23.12114952494778,2.0997484317205464
132,-1.8479967439561173,24.3994354721973,2.508454459019525
133,-2.1767090009583967,22.525475669136004,1.9352028801455756
134,-0.07199624880771924,23.903040923852764,2.1305728929336962
135,-0.7211140021491734,25.737880668988296,2.6977932901856017
136,-3.0551765819466215,25.677440962536895,2.7621998464438153
137,-4.250032798145505,25.59507045352016,3.004003901823424
138,-5.974132867553374,26.461964238889692,3.293422028327998
139,-7.65797048190899,27.28393296761848,3.520263409798371
140,-10.104172585806053,27.45288602044983,3.8281899445286167
141,-9.938940035030551,26.68501497773538,3.953002779481305
142,-10.482881193713924,25.69802446526951,3.9881401683100486
143,-12.192990127501336,23.446142522498754,3.8188681832206806
144,-12.536397826122068,21.408389091725727,3.5864020781214485
145,-13.00943114287771,17.30588393838701,3.1954918377570976
146,-12.664182536154014,11.324959891650234,2.68392573936829
147,-13.02307393819546,7.10871938240136,2.2709854730558696
148,-15.707665930896647,4.086977010928112,1.9670846756952558
149,-13.181016147734518,0.7119938865831535,1.6854969075956023
150,-9.622638493330403,-1.832656036950775,1.4449263813941018
151,-8.360271711151027,-4.489742072529698,1.235977507119109
152,-8.065265225393377,-5.738701423083977,1.1099361495884925
153,-8.101663059645722,-7.735873208641912,0.9414388064537904
154,-7.173968091627686,-9.380946395154915,0.8168812671956077
155,-8.30558742335068,-10.570468519789067,0.6645562549734758
156,-9.037282049434713,-11.717713432556225,0.5352718104101368
157,-8.495653581420425,-13.369725359705408,0.3969392645525424
158,-8.001939998644879,-14.304919589164689,0.2820952137419734
159,-8.80954744225982,-13.087239085060904,0.4035035520231869
160,-7.681794565168232,-12.889274280448785,0.4564174162218657
161,-7.191544813354962,-13.210406270284524,0.535936807805602
162,-9.191466641956678,-9.897282703144088,0.7488916560432137
163,-11.453525708966625,-7.794708817326488,0.9401226271781744
164,-13.046585368349513,-3.354131355972076,1.2703991480952235
165,-13.921002858791688,-1.4635558534898356,1.48364822842864
166,-14.100467667007381,2.8358946349587355,1.8803506950873714
167,-12.446976789259317,9.317696930923704,2.454930611352484
168,-11.374244867635106,14.549462894744709,2.863736298355407
169,-9.623522090503569,18.185313278298032,3.2648343719883433
170,-7.054940823803876,22.10208611065796,3.605609404790818
171,-6.146780245864882,25.209641117496194,3.8995579348078855
172,-3.9550683801851836,28.083656193519083,4.2414891601001665
173,-1.8716043384608556,28.260605912804536,4.231066418594362
174,-0.2537031937787754,28.062155898443983,4.1393509001706335
175,0.8476335362040421,28.144117952359085,3.973776053520315
176,1.1786784766131335,28.564884303505046,3.9736377625956547
177,1.0954856550301653,28.4361638860157,3.898719048905542
178,0.03053464647524213,28.732418926451547,3.946492368469632
179,-0.7437591131244252,29.06346028023818,4.018784250140326
180,-1.8729304873250652,29.65274719213546,4.028543007651721
181,-3.1291366502988582,28.272602915293696,3.8855634145174673
182,-3.9343178639054748,27.072582487774728,3.8180702516670824
183,-7.045127890199814,23.932514360396546,3.6451429343671755
184,-7.654736228625172,21.518392092721403,3.5771616104171704
185,-10.011947836761829,17.64411993825483,3.148430105320336
186,-10.372550388315675,11.042203551680398,2.601475713863739
187,-11.77307265110775,4.923638320124694,2.0072896837215195
188,-10.231716763362325,0.0432983368606988,1.4845215239124157
189,-9.72988953689371,-4.400979644523946,1.0751707283090792
190,-6.368555614852182,-7.597376089027992,0.6722420492803479
191,-5.821332638987399,-10.835660701069951,0.4823845297963745
192,-6.9725158481953295,-13.18427820066925,0.2886161288280931
193,-8.573488316596256,-14.205526770245308,0.17343600310410764
194,-4.972195404848275,-15.547365475171244,0.0637692816969076
195,-6.557148730928533,-16.128624153176652,0.011276568280042067
196,-7.982374992851806,-14.540891936574322,0.12722516629327751
197,-7.774188605011265,-14.29522501911432,0.15371444954450386
198,-7.674376751269491,-13.585761224952059,0.16742645016989788
199,-9.624883675021595,-15.522843393590051,0.05524661699247181
200,-5.86051783563993,-14.602825257686462,0.1505507169439728
201,-7.437886816980768,-14.887813064286815,0.19190979005062736
202,-9.376940485363166,-13.61142230339234,0.32772229119034557
203,-8.34778623256011,-12.342417960556125,0.41354731247492266
204,-6.776196483548336,-10.037040887600995,0.6607956337825394
205,-8.796459985936565,-7.2430693763844545,0.914832773436872
206,-12.724818279604536,-3.4646918313103177,1.2308414116988522
207,-10.814677466453976,-1.1130918665042264,1.5127691338181897
208,-12.181599970468953,4.208915503630404,1.975774232296937
209,-11.593736378928288,9.332710908019617,2.433139308627919
210,-10.915597505749417,13.37797585701775,2.8222473867117683
211,-10.082559308141452,16.122931047062366,3.0956199458296014
212,-8.182302247385266,19.324751492094098,3.3097608841781363
213,-8.680392161090762,21.44955224022134,3.5238064719399866
214,-6.9962960021422,23.598080552078237,3.718441356254582
215,-6.653728252695962,24.25104555820282,3.8077335607042953
216,-7.195970046152804,24.465925519652256,3.7993690935837163
217,-6.365079190623587,24.58457057497844,3.7509263524980443
218,-6.625212200209296,24.040167885343685,3.7438795822102198
219,-6.294705864929626,24.060849135503542,3.7186989352820157
220,-6.60771935281319,23.819213338769135,3.692952900231416
221,-6.607297543020447,22.980310025713486,3.604876989457659
222,-6.636875886063837,22.40184047511256,3.506348676292026
223,-7.040698369454485,21.32404466022158,3.4637524136213806
224,-8.039962940059713,20.459695920994278,3.3981285778170376
225,-9.44655669736831,18.037781160028366,3.1897445182485975
226,-10.046983818108219,16.298900397338024,3.0510432750116636
227,-9.803694179884438,13.472727322336796,2.8085250676545437
228,-9.331061088761473,10.655474011594537,2.6048157076649403
229,-9.697446213549908,7.2190590620051704,2.2304561264138534
230,-9.981937766599977,4.9713922020469035,1.965260063533147
231,-11.650526699254291,2.362785734280309,1.7920745772001916
232,-11.136629157340664,0.39402951219454485,1.5584551155972624
233,-10.627485808161138,-1.4828887512314737,1.396316443943046
234,-7.248428693335476,-4.378931780244112,1.177442722064526
235,-5.604333821931832,-6.227389012031454,1.075407700039287
236,-3.9831104469736687,-8.101322817595005,0.9000316010716971
237,-3.126671498443452,-8.490484105544455,0.8395726761059137
238,-4.310544335134385,-8.53664361614139,0.8463748660133991
239,-3.8725943779292225,-8.325081052407812,0.8788939165830576
240,-4.684658901312364,-8.69294631439647,0.894274339912596
241,-5.268656422330851,-8.517978002385034,0.906459802276408
242,-6.054708022686739,-9.180307793689616,0.8644858663742877
243,-6.353025516146,-6.37286319196058,1.0386609786323817
244,-6.925603651343472,-3.7977277897136745,1.193802432073822
245,-10.66474146661062,-1.5403661445214305,1.4246692391685796
246,-12.088687904117842,0.7011851859371969,1.5893193612239227
247,-11.033156266694585,1.7388350263903523,1.7171040364478785
248,-10.388064686840421,5.107477342598472,2.015817480670767
249,-11.336196746048747,9.435851763616501,2.3837181066362625
250,-10.472329279908285,11.874089667449207,2.6242394735739394
251,-8.655298610879065,15.400484161109944,2.943888725508059
252,-7.36014444312822,17.459504358216464,3.1377585647973514
253,-8.119653588279496,19.89822209258908,3.3452408880567206
254,-7.1898072292602695,21.627366930664746,3.5250901441656475
255,-5.64020649347828,23.60934636219568,3.7156582932518787
256,-6.134879221829343,25.321473523851658,3.8789696597420327
257,-5.214747193926611,25.884243723037915,3.956976736453834
258,-5.06597540462419,26.177801540334137,3.9674290114199664
259,-6.119694946309455,26.67208043558577,3.962054300507954
260,-5.549320398425051,26.19811839671047,3.805853627246279
261,-5.734403345350969,25.527982637758818,3.7691015829139474
262,-5.539200273211635,25.06200610866425,3.7921116558215657
263,-6.138864906448426,23.475102736088022,3.674109409985166
264,-7.4363575769779295,22.78219059851186,3.5672818343777015
265,-5.9861990908204,20.873414695899854,3.39560250571904
266,-8.153963946430862,19.294216289556122,3.2586383120909455
267,-7.659788953819452,17.645678266745673,3.047260692166985
268,-7.416496941375215,15.800636251778414,2.9248812427582114
269,-7.518802241593953,13.11528494238357,2.6686046419328915
270,-7.844584347254619,11.241697225213683,2.534997950067187
271,-8.17422573348755,10.713026376054334,2.4227770095690584
272,-8.4258280415397,9.558055508090897,2.366020643877946
273,-9.996023432122234,7.950500186380205,2.252159731678742
274,-9.291073204430203,7.977168805588812,2.2381706704414914
275,-9.259104609202378,8.467922042414157,2.2863287818567195
276,-8.208225080157945,9.127082346527901,2.3241603786083638
277,-8.582781605273352,9.411974121699314,2.3725579601940026
278,-7.820796343291683,9.942042121560469,2.4254595354927253
279,-8.912859527012758,10.476143754047532,2.4489908446224287
280,-7.232510675453237,10.467881137091629,2.4576133587954234
281,-7.071073967840104,11.439443071179758,2.5048046262170303
282,-7.578289170372863,11.76283520884491,2.538973941729601
283,-7.231528726013099,12.057216650495336,2.5343748542150952
284,-7.552543625229463,12.15251818620732,2.5652661795932024
285,-9.013986524695987,11.823394327720601,2.601948705702194
286,-8.010209627019076,11.290975292830232,2.534831244525001
